member_id,user,book,publisher,gender,id_authors,id,stage_id,name
res_partner_brandon,Brandon Webb Ochoa,To Kill a Mockingbird,Little Brown &amp,égloga,Harper Lee,library_checkout_P0007138,Canceled,P0007138
res_partner_brianna,Brianna Barker Barnett,The Sparrow,Fawcett Books,carta,MARY DORIA RUSSELL,library_checkout_P0007139,Borrowed,P0007139
res_partner_jennifer,Jennifer Matthews Norris,Christmas Miracles,Harlequin,carta,Betty Neels,library_checkout_P0007140,Canceled,P0007140
res_partner_gerald,Gerald Fuentes Fischer,Titan,Berkley Publishing Group,novela,John Varley,library_checkout_P0007141,Borrowed,P0007141
res_partner_evelyn,Evelyn Michael Diaz,He Understanding Masculine Psychology,Harpercollins Publisher,novela,Robert A Johnson,library_checkout_P0007142,Returned,P0007142
res_partner_debra,Debra Lowery Pruitt,Manifold: Time (Manifold (Paperback)),Del Rey Books,égloga,Stephen Baxter,library_checkout_P0007143,Returned,P0007143
res_partner_justin,Justin Li Cain,Table For Two,Silhouette,novela,Nora Roberts,library_checkout_P0007144,Borrowed,P0007144
res_partner_rebecca,Rebecca Brown Wall,Fires in the Mist,New Amer Library (Mm),égloga,Barbara Dolan,library_checkout_P0007145,Borrowed,P0007145
res_partner_rebekah,Rebekah Brown Gonzalez,Las DOS Muertes De Gardel (Ficcionario),Ediciones B,crónica,Horacio Vazquez-Rial,library_checkout_P0007146,Borrowed,P0007146
res_partner_chad,Chad Perry Brandt,Superior Women,Fawcett Books,crónica,Alice Adams,library_checkout_P0007147,New,P0007147
res_partner_jaime,Jaime Tapia Johnson,"Red, White and Blue : A Novel",HarperTorch,novela,Susan Isaacs,library_checkout_P0007148,Returned,P0007148
res_partner_carl,Carl Young Brown,Post fÃƒ?Ã‚Â¼r den Tiger,Beltz,cuento,Janosch,library_checkout_P0007149,Returned,P0007149
res_partner_johnny,Johnny Haynes Banks,Plainsong (Vintage Contemporaries),Vintage,égloga,KENT HARUF,library_checkout_P0007150,Canceled,P0007150
res_partner_kendra,Kendra Edwards Carr,Into Thin Air : A Personal Account of the Mt. Everest Disaster,Anchor,carta,JON KRAKAUER,library_checkout_P0007151,Canceled,P0007151
res_partner_scott,Scott Evans Martin,Robert's Rules of Order,Bantam Books,novela,William Eisner,library_checkout_P0007152,New,P0007152
res_partner_gabrielle,Gabrielle Moore Wagner,All the King's Men,Harvest Books,carta,Robert Penn Warren,library_checkout_P0007153,Returned,P0007153
res_partner_thomas,Thomas Flores Erickson,Norwegian Wood (Vintage International Original),Vintage Books USA,novela,Haruki Murakami,library_checkout_P0007154,New,P0007154
res_partner_karen,Karen Lynch Martinez,The Union Forever (Lost Regiment (Numbered)),Roc,ensayo,William Forstchen,library_checkout_P0007155,Borrowed,P0007155
res_partner_donald,Donald Ellis Williams,The Cider House Rules,Bantam Books,égloga,John Irving,library_checkout_P0007156,Canceled,P0007156
res_partner_derek,Derek Brown Bright,The Rainmaker,Dell,ensayo,JOHN GRISHAM,library_checkout_P0007157,Borrowed,P0007157
res_partner_sheila,Sheila Wall Hernandez,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Multnomah,carta,Melody Carlson,library_checkout_P0007158,Canceled,P0007158
res_partner_tom,Tom Carr Leach,"The Amber Spyglass (His Dark Materials, Book 3)",Scholastic Press,carta,Philip Pullman,library_checkout_P0007159,New,P0007159
res_partner_taylor,Taylor Vasquez Ruiz,The Princess Diaries,HarperTrophy,ensayo,Meg Cabot,library_checkout_P0007160,Borrowed,P0007160
res_partner_patrick,Patrick Wong Carter,The  Garden of Ediacara,Columbia University Press,cuento,Mark A. S. McMenamin,library_checkout_P0007161,Canceled,P0007161
res_partner_tonya,Tonya Lopez Gentry,The Romance Reader,Riverhead Books,carta,Pearl Abraham,library_checkout_P0007162,Canceled,P0007162
res_partner_hannah,Hannah Martin Martinez,The Cat Who Saw Stars (Cat Who... (Paperback)),Jove Books,crónica,Lilian Jackson Braun,library_checkout_P0007163,Canceled,P0007163
res_partner_christina,Christina Cameron Lawrence,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Miramax,égloga,Doris Pilkington,library_checkout_P0007164,Returned,P0007164
res_partner_stephen,Stephen Andrews Hernandez,The Writers Complete Fantasy Reference: An Indispensable Compendium of Myth and Magic,Writer's Digest Books,ensayo,Writer's Digest Books,library_checkout_P0007165,New,P0007165
res_partner_chad,Chad Perry Brandt,Oryx and Crake,Nan A. Talese,cuento,Margaret Atwood,library_checkout_P0007166,New,P0007166
res_partner_richard,Richard Melton Martinez,The Wind in the Willows,St. Martin's Press,ensayo,Kenneth Grahame,library_checkout_P0007167,Returned,P0007167
res_partner_virginia,Virginia Jenkins Rivera,While I Was Gone,Ballantine Books,carta,Sue Miller,library_checkout_P0007168,Canceled,P0007168
res_partner_michael,Michael Chan Boyle,"Between The Sheets (Harlequin Temptation, No 607)",Harlequin,carta,Mallory Rush,library_checkout_P0007169,Returned,P0007169
res_partner_jennifer,Jennifer Matthews Norris,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Penguin Books,égloga,Jasper Fforde,library_checkout_P0007170,New,P0007170
res_partner_brianna,Brianna Barker Barnett,Picture of Dorian Gray,Penguin Putnam~mass,novela,Oscar Wilde,library_checkout_P0007171,Canceled,P0007171
res_partner_carolyn,Carolyn Oconnell Mclaughlin,101 Dalmatians,Golden Books Publishing Company,ensayo,Justine Korman,library_checkout_P0007172,New,P0007172
res_partner_stephanie,Stephanie Massey Flores,The Giver (21st Century Reference),Laure Leaf,égloga,LOIS LOWRY,library_checkout_P0007173,Canceled,P0007173
res_partner_sarah,Sarah Rosales Owens,Witchfire,Alyson Books,carta,Lauren Maddison,library_checkout_P0007174,Canceled,P0007174
res_partner_morgan,Morgan Diaz Carson,Scottish Folk and Fairy Tales (Penguin Popular Classics),Penguin Books Ltd,cuento,Gordon Jarvie,library_checkout_P0007175,Canceled,P0007175
res_partner_chad,Chad Perry Brandt,So That Others May Live: Caroline Hebard &amp,Hank Whittemore,cuento,Her Search-And-Rescue Dogs,library_checkout_P0007176,Returned,P0007176
res_partner_victor,Victor Torres Marsh,Hotel Europa (El BalancÃƒÂ­),Edicions 62,carta,VicenÃƒÂ§ Villatoro,library_checkout_P0007177,Returned,P0007177
res_partner_alexandria,Alexandria Thomas Hood,Angels and Visitations: A Miscellany,Dreamhaven Books,cuento,Neil Gaiman,library_checkout_P0007178,Borrowed,P0007178
res_partner_michele,Michele Trujillo Mason,The Night Listener,HarperCollins Publishers,crónica,Armistead Maupin,library_checkout_P0007179,Returned,P0007179
res_partner_cassandra,Cassandra Lindsey Perry,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),Ferguson Publishing Company,cuento,Paul Phifer,library_checkout_P0007180,New,P0007180
res_partner_jonathan,Jonathan Ball Macias,The Postman (Bantam Classics),Spectra Books,ensayo,David Brin,library_checkout_P0007181,Returned,P0007181
res_partner_greg,Greg Moore Reed,Switcheroo : A Novel,HarperTorch,cuento,Olivia Goldsmith,library_checkout_P0007182,New,P0007182
res_partner_lance,Lance Edwards Robinson,"Oh, wie schÃƒ?Ã‚Â¶n ist Panama",Beltz,égloga,Janosch,library_checkout_P0007183,Borrowed,P0007183
res_partner_betty,Betty Wilson Davis,What Shall I Be (Barbie Carryalong),Reader's Digest,crónica,Rita Chapman Works,library_checkout_P0007184,Canceled,P0007184
res_partner_timothy,Timothy Thompson Mclean,Son Rise: The Miracle Continues,Pub Group West,cuento,Barry Neil Kaufman,library_checkout_P0007185,Returned,P0007185
res_partner_keith,Keith Lawson Pena,"If Singleness Is a Gift, What's the Return Policy?",Nelson Books,ensayo,Holly Virden,library_checkout_P0007186,Returned,P0007186
res_partner_rickey,Rickey Burke Barajas,Great Bike Rides in and Around Winston-Salem,John F. Blair Publisher,crónica,Judi Lawson Wallace,library_checkout_P0007187,New,P0007187
res_partner_ariel,Ariel Jensen Beltran,In Love &amp,Alice Walker,novela,Trouble: Stories of Black Women,library_checkout_P0007188,Canceled,P0007188
res_partner_james,James Smith Davis,Writing Down the Bones,Shambhala,cuento,NATALIE GOLDBERG,library_checkout_P0007189,Returned,P0007189
res_partner_karina,Karina Hogan Norris,Midnight in the Garden of Good and Evil: A Savannah Story,Random House,égloga,John Berendt,library_checkout_P0007190,Returned,P0007190
res_partner_amy,Amy Ingram Taylor,Rebecca,Avon,crónica,Daphne Du Maurier,library_checkout_P0007191,Borrowed,P0007191
res_partner_debbie,Debbie Clark Young,HIS LITTLE WOMEN : HIS LITTLE WOMEN,Pocket,crónica,Judith Rossner,library_checkout_P0007192,Canceled,P0007192
res_partner_william,William Tanner Tucker,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Onyx Books,crónica,Martha Grimes,library_checkout_P0007193,Borrowed,P0007193
res_partner_jodi,Jodi Chandler Roberts,Cold Sassy Tree,Delta,novela,Olive Ann Burns,library_checkout_P0007194,Canceled,P0007194
res_partner_lori,Lori Evans Santos,Dances With Wolves,Fawcett Books,carta,Michael Blake,library_checkout_P0007195,New,P0007195
res_partner_deborah,Deborah Phillips Sanchez,Sturmzeit. Roman.,Goldmann,ensayo,Charlotte Link,library_checkout_P0007196,Borrowed,P0007196
res_partner_chase,Chase Wright Franklin,The Climb: Tragic Ambitions on Everest,St Martins Pr,cuento,Anatoli Boukreev,library_checkout_P0007197,New,P0007197
res_partner_robert,Robert Pitts Garza,The Teacher from the Black Lagoon,Scholastic,égloga,Mike Thaler,library_checkout_P0007198,Borrowed,P0007198
res_partner_timothy,Timothy Hale Cain,A Little Honesty: Trials and Triumphs of a Prince of Balona,1stBooks Library,ensayo,Jonathan Pearce,library_checkout_P0007199,Canceled,P0007199
res_partner_catherine,Catherine Price Barrett,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle &amp,Norman Lindsay,égloga,Sam Sawnoff (New York Review Children's Collection),library_checkout_P0007200,Returned,P0007200
res_partner_jonathan,Jonathan Bauer Ford,"Sarajevo, maybe (Anni Novanta/Feltrinelli)",Feltrinelli,cuento,Gianfranco Bettin,library_checkout_P0007201,Canceled,P0007201
res_partner_james,James Blanchard Lawson,Museum of Science Book of Answers &amp,Ann Rae Jonas,ensayo,Questions,library_checkout_P0007202,Borrowed,P0007202
res_partner_lisa,Lisa Wright Sandoval,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,University of Nebraska Press,carta,John G. Neihardt,library_checkout_P0007203,Borrowed,P0007203
res_partner_eugene,Eugene Warren Wood,A Judgement in Stone,Vintage Books USA,carta,Ruth Rendell,library_checkout_P0007204,Borrowed,P0007204
res_partner_tracy,Tracy Gibbs Crawford,On the Road (Essential.penguin S.),Penguin Books Ltd,égloga,Jack Kerouac,library_checkout_P0007205,Canceled,P0007205
res_partner_sydney,Sydney Andrews Cruz,Harem: A Novel,Touchstone,égloga,Dora Levy Mossanen,library_checkout_P0007206,Returned,P0007206
res_partner_katherine,Katherine Lyons Collins,"The 3,000 Mile Garden: An Exchange of Letters on Gardening, Food, and the Good Life",Viking Books,égloga,Leslie Land,library_checkout_P0007207,Returned,P0007207
res_partner_cody,Cody Rodriguez Hood,Atonement : A Novel,Anchor,ensayo,IAN MCEWAN,library_checkout_P0007208,Returned,P0007208
res_partner_matthew,Matthew Garza Black,NEW SHOE,Scribner Paper Fiction,égloga,Arthur William Upfield,library_checkout_P0007209,Borrowed,P0007209
res_partner_laurie,Laurie Taylor Moore,Locked in Time (Laurel Leaf Books),Laure Leaf,cuento,LOIS DUNCAN,library_checkout_P0007210,Borrowed,P0007210
res_partner_kyle,Kyle Thomas Miller,James and the Giant Peach,Knopf Books for Young Readers,carta,ROALD DAHL,library_checkout_P0007211,Canceled,P0007211
res_partner_john,John Thomas Thompson,The Sparrow,Fawcett Books,carta,MARY DORIA RUSSELL,library_checkout_P0007212,Borrowed,P0007212
res_partner_charles,Charles Gay Church,American Gothic,Tor Books (Mm),crónica,Robert Bloch,library_checkout_P0007213,Canceled,P0007213
res_partner_alan,Alan Smith Warner,All New Great American Favorite Brand Name Cookbook,Publications International,cuento,Ltd Editorial Staff Publication International,library_checkout_P0007214,Borrowed,P0007214
res_partner_natalie,Natalie Curry Glover,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),Penguin Books,carta,John Steinbeck,library_checkout_P0007215,Canceled,P0007215
res_partner_amanda,Amanda Rivera Smith,Breakfast of Champions,Dell Publishing Company,cuento,Kurt Vonnegut,library_checkout_P0007216,Borrowed,P0007216
res_partner_beth,Beth Pope Ramsey,Milk and Honey (Peter Decker/Rina Lazarus Novels),Avon,carta,Faye Kellerman,library_checkout_P0007217,New,P0007217
res_partner_dylan,Dylan Moody Wood,"Prize Stories, 1987: The O'Henry Awards",Doubleday Books,novela,William Abrahams,library_checkout_P0007218,Borrowed,P0007218
res_partner_michelle,Michelle Bailey Jackson,Breaking Clean,Knopf,novela,JUDY BLUNT,library_checkout_P0007219,New,P0007219
res_partner_richard,Richard Flores Roberts,Lord of the Silent: A Novel of Suspense,Avon,crónica,Elizabeth Peters,library_checkout_P0007220,Returned,P0007220
res_partner_helen,Helen Lopez Johnson,"The Subtle Knife (His Dark Materials, Book 2)",Knopf Books for Young Readers,ensayo,PHILIP PULLMAN,library_checkout_P0007221,New,P0007221
res_partner_sylvia,Sylvia Wise Gonzales,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",HarperCollins,ensayo,Lemony Snicket,library_checkout_P0007222,Returned,P0007222
res_partner_sue,Sue Reed Sanders,Dragons of Summer Flame,Wizards of the Coast,cuento,Margaret Weis,library_checkout_P0007223,Canceled,P0007223
res_partner_cindy,Cindy Valentine Burns,Welcome to Higby : A Novel,Touchstone,ensayo,Mark Dunn,library_checkout_P0007224,New,P0007224
res_partner_cristian,Cristian Bates Ford,French Lieutenant Woman,Penguin Putnam~mass,cuento,John Fowles,library_checkout_P0007225,Borrowed,P0007225
res_partner_sydney,Sydney Andrews Cruz,The Face,Bantam,égloga,DEAN KOONTZ,library_checkout_P0007226,Canceled,P0007226
res_partner_laura,Laura Lee Diaz,Die Liebe in Den Zelten,Deutscher Taschenbuch Verlag (DTV),crónica,Gabriel Garcia Marquez,library_checkout_P0007227,Canceled,P0007227
res_partner_william,William Schroeder Martinez,"The Two Towers (The Lord of the Rings, Part 2)",Del Rey,ensayo,J.R.R. TOLKIEN,library_checkout_P0007228,Borrowed,P0007228
res_partner_tyler,Tyler Daniels Miller,"Ties That Bind, Ties That Break (Laurel-Leaf Books)",Laurel-Leaf Books,cuento,Lensey Namioka,library_checkout_P0007229,Borrowed,P0007229
res_partner_robin,Robin Davis Barker,Das Kind von morgen. ErzÃhlungen.,Diogenes Verlag,égloga,Ray Bradbury,library_checkout_P0007230,New,P0007230
res_partner_adam,Adam Hammond Ross,Museum of Science Book of Answers &amp,Ann Rae Jonas,ensayo,Questions,library_checkout_P0007231,New,P0007231
res_partner_thomas,Thomas Spencer Sexton,Centaur Aisle,Ballantine Books,novela,Piers Anthony,library_checkout_P0007232,New,P0007232
res_partner_cassidy,Cassidy Gonzales Bradshaw,Animal Farm,Signet,ensayo,George Orwell,library_checkout_P0007233,Returned,P0007233
res_partner_kenneth,Kenneth Martin Washington,Always Daddy's Girl: Understanding Your Father's Impact on Who You Are,Regal Books,ensayo,H. Norman Wright,library_checkout_P0007234,Returned,P0007234
res_partner_nicole,Nicole Mcdonald Cameron,Skull Session,Signet Book,ensayo,Daniel Hecht,library_checkout_P0007235,New,P0007235
res_partner_carl,Carl Hart Marquez,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Signet Book,cuento,Jessica Fletcher,library_checkout_P0007236,Borrowed,P0007236
res_partner_allison,Allison Thomas Gonzalez,Thing of Beauty,Pocket,carta,Stephen Fried,library_checkout_P0007237,Returned,P0007237
res_partner_william,William Richardson Tucker,Skin And Bones,Aladdin,cuento,Franklin W. Dixon,library_checkout_P0007238,New,P0007238
res_partner_elizabeth,Elizabeth Jennings Higgins,The Eyre Affair (Alex Awards (Awards)),Viking Books,crónica,Jasper Fforde,library_checkout_P0007239,Borrowed,P0007239
res_partner_daniel,Daniel Jones Sampson,High Wizardry: The Third Book in the Young Wizards Series,Magic Carpet Books,égloga,Diane Duane,library_checkout_P0007240,Borrowed,P0007240
res_partner_nicholas,Nicholas Cruz Conner,Seattle Access,Access Press (HarperCollins),novela,HarperReference,library_checkout_P0007241,Canceled,P0007241
res_partner_kristen,Kristen Sanchez Terry,The 37th Hour,Delacorte Press,ensayo,JODI COMPTON,library_checkout_P0007242,Returned,P0007242
res_partner_vanessa,Vanessa Larson Skinner,The Mystic Masseur,Penguin USA,ensayo,V.S. Naipaul,library_checkout_P0007243,New,P0007243
res_partner_katrina,Katrina Hood Ramos,Totally Muffins Cookbook (Totally Cookbooks),Celestial Arts,novela,Helene Siegel,library_checkout_P0007244,New,P0007244
res_partner_matthew,Matthew Parker Johnson,Der gemietete Mann.,"Fischer (Tb.), Frankfurt",crónica,Hera Lind,library_checkout_P0007245,Borrowed,P0007245
res_partner_angela,Angela Boyd Williams,Voice of the Eagle,Signet Book,cuento,Linda Lay Shuler,library_checkout_P0007246,Borrowed,P0007246
res_partner_angela,Angela Guzman Haley,Circle of Three #3: Second Sight (Circle of Three),Avon,carta,Isobel Bird,library_checkout_P0007247,Returned,P0007247
res_partner_heather,Heather Lang Jenkins,La Perle,Gallimard,carta,John Steinbeck,library_checkout_P0007248,Returned,P0007248
res_partner_stephanie,Stephanie Warner Davis,Hannibal,Del Sol Press,crónica,Thomas Harris,library_checkout_P0007249,New,P0007249
